,host_response_rate,availability_365,neighbourhood_group,host_is_superhost,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,amenities,instant_bookable,bathrooms
13026,0.0,254,Tempelhof - Schöneberg,t,Hotel room,4,Hotel room,1.0,4.0,188.0,1,100.0,16,t,1.0
13030,90.0,71,Pankow,f,Entire home/apt,5,Entire home/apt,2.0,2.0,100.0,2,97.0,21,f,2.0
13032,0.0,88,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,153.0,2,100.0,11,f,1.0
13038,100.0,114,Steglitz - Zehlendorf,f,Hotel room,6,Hotel room,4.0,1.0,40.0,1,92.0,14,t,4.0
13044,100.0,353,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,42.0,2,96.0,29,t,1.0
13056,0.0,44,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,2.0,3.0,190.0,4,100.0,30,t,1.0
13071,100.0,41,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,75.0,2,94.0,11,f,1.0
13075,100.0,155,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,5.0,70.0,3,90.0,21,f,1.0
13076,50.0,31,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,4,91.0,25,f,1.0
13078,0.0,179,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,1.0,149.0,2,93.0,21,f,1.0
13087,99.0,361,Friedrichshain-Kreuzberg,f,Shared room,4,Shared room,1.0,4.0,18.0,1,87.0,13,t,0.0
13088,99.0,360,Friedrichshain-Kreuzberg,f,Shared room,3,Shared room,1.0,3.0,18.0,1,88.0,14,t,0.0
13089,99.0,357,Friedrichshain-Kreuzberg,f,Shared room,6,Shared room,1.0,6.0,14.0,1,90.0,19,t,0.0
13106,90.0,365,Neukölln,f,Private room,4,Private room,1.0,5.0,59.0,2,90.0,6,t,0.0
13107,0.0,365,Neukölln,f,Private room,3,Private room,1.0,2.0,100.0,3,0.0,12,f,0.0
13108,100.0,48,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,126.65,3,100.0,34,t,2.0
13112,0.0,89,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,2.0,89.0,2,96.0,23,f,1.0
13114,100.0,240,Pankow,f,Entire home/apt,5,Entire home/apt,2.0,2.0,99.0,1,88.0,16,t,1.0
13115,100.0,289,Lichtenberg,f,Entire home/apt,5,Entire home/apt,2.0,2.0,80.0,1,92.0,19,t,1.0
13116,100.0,120,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,2.0,45.0,1,97.0,18,f,0.0
13117,100.0,308,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,45.0,5,100.0,25,f,1.0
13144,99.0,106,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,0.0,60.0,1,85.0,13,f,1.5
13145,100.0,166,Treptow - Köpenick,f,Entire home/apt,5,Entire home/apt,2.0,4.0,94.0,4,96.0,43,t,1.0
13164,96.0,172,Mitte,f,Entire home/apt,7,Entire home/apt,3.0,3.0,72.0,2,94.0,34,t,1.0
13169,0.0,331,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,68.0,4,93.0,8,f,1.0
13175,97.0,104,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,2,97.0,17,f,1.0
13177,100.0,228,Friedrichshain-Kreuzberg,t,Private room,4,Private room,1.0,3.0,45.0,2,97.0,21,t,0.0
13186,100.0,36,Pankow,f,Entire home/apt,7,Entire home/apt,3.0,5.0,120.0,5,100.0,15,f,1.0
13188,100.0,257,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,2.0,4.0,97.0,4,96.0,32,f,1.5
13196,60.0,362,Friedrichshain-Kreuzberg,t,Entire home/apt,9,Entire home/apt,3.0,5.0,268.0,2,98.0,24,f,2.0
13207,100.0,103,Lichtenberg,t,Private room,3,Private room,1.0,1.0,30.0,1,98.0,24,f,0.0
13210,90.0,336,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,160.0,30,100.0,23,f,1.5
13211,70.0,179,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,129.0,1,92.0,30,f,1.0
13214,91.0,74,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,76.0,1,100.0,27,t,1.0
13224,99.0,287,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,35.0,1,93.0,30,t,1.0
13233,100.0,81,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,6.0,80.57,3,89.0,39,f,1.0
13237,100.0,108,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,70.0,4,100.0,27,f,1.0
13238,91.0,61,Neukölln,f,Entire home/apt,10,Entire home/apt,3.0,5.0,170.0,1,100.0,37,t,0.0
13240,100.0,115,Pankow,t,Entire home/apt,5,Entire home/apt,2.0,3.0,91.0,1,96.0,43,f,1.0
13242,100.0,284,Spandau,f,Entire home/apt,5,Entire home/apt,2.0,5.0,40.0,30,88.0,19,f,1.0
13244,100.0,173,Pankow,t,Entire home/apt,8,Entire home/apt,1.0,4.0,88.0,2,99.0,29,t,1.0
13256,91.0,73,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,74.0,1,80.0,23,t,1.0
13259,100.0,159,Friedrichshain-Kreuzberg,t,Entire home/apt,12,Entire home/apt,2.0,8.0,296.0,1,100.0,22,t,2.0
13262,0.0,49,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,95.0,14,100.0,32,f,1.0
13264,100.0,323,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,55.0,1,90.0,29,t,1.0
13267,100.0,244,Friedrichshain-Kreuzberg,t,Entire home/apt,14,Entire home/apt,2.0,8.0,289.0,1,99.0,23,t,2.0
13269,100.0,289,Lichtenberg,f,Entire home/apt,5,Entire home/apt,2.0,2.0,89.0,1,96.0,18,t,1.0
13273,100.0,78,Tempelhof - Schöneberg,f,Private room,4,Private room,1.0,2.0,36.0,1,90.0,36,t,0.0
13278,100.0,56,Friedrichshain-Kreuzberg,t,Entire home/apt,5,Entire home/apt,1.0,1.0,163.0,1,95.0,16,t,1.0
13283,100.0,358,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,4.0,104.0,3,96.0,25,t,1.0
13285,100.0,365,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,4.0,113.0,3,96.0,25,t,1.0
13286,100.0,84,Marzahn - Hellersdorf,t,Entire home/apt,7,Entire home/apt,4.0,7.0,133.0,1,97.0,37,t,2.0
13287,100.0,60,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,180.0,3,97.0,37,f,2.0
13301,0.0,81,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,72.0,60,100.0,13,f,1.0
13303,100.0,258,Friedrichshain-Kreuzberg,t,Entire home/apt,16,Entire home/apt,3.0,14.0,525.0,1,100.0,23,t,4.0
13304,0.0,89,Mitte,f,Private room,3,Private room,1.0,1.0,60.0,2,87.0,14,f,0.0
13306,100.0,354,Mitte,t,Entire home/apt,8,Entire home/apt,4.0,8.0,250.0,2,98.0,25,t,0.0
13315,100.0,358,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,78.0,2,99.0,21,t,1.0
13330,100.0,146,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,2.0,4.0,125.0,2,100.0,37,t,1.0
13333,100.0,289,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,2.0,7.0,124.0,2,0.0,11,t,1.5
13341,100.0,359,Mitte,t,Entire home/apt,10,Entire home/apt,3.0,4.0,325.0,1,97.0,35,t,1.5
13344,100.0,83,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,2.0,230.0,2,100.0,5,f,1.0
13349,100.0,365,Mitte,f,Shared room,6,Shared room,1.0,6.0,12.0,2,71.0,10,f,0.0
13350,100.0,365,Mitte,f,Shared room,6,Shared room,1.0,6.0,12.0,2,77.0,9,f,0.0
13352,100.0,365,Friedrichshain-Kreuzberg,f,Shared room,4,Shared room,1.0,4.0,15.0,1,85.0,12,t,0.0
13356,100.0,348,Pankow,t,Entire home/apt,7,Entire home/apt,3.0,4.0,120.0,2,99.0,39,t,2.0
13362,0.0,179,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,60.0,7,0.0,14,f,0.0
13366,100.0,324,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,3.0,4.0,64.0,2,98.0,23,t,1.0
13368,90.0,344,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,83.79,3,96.0,22,t,1.0
13370,90.0,58,Pankow,f,Entire home/apt,7,Entire home/apt,2.0,3.0,44.0,1,90.0,28,t,1.0
13374,94.0,339,Tempelhof - Schöneberg,f,Entire home/apt,14,Entire home/apt,3.0,12.0,110.0,1,83.0,22,t,2.0
13393,0.0,145,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,150.0,2,100.0,37,t,1.0
13398,100.0,163,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,0.0,65.0,1,90.0,15,f,1.0
13401,60.0,361,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,60.0,1,96.0,14,f,1.0
13415,100.0,139,Spandau,f,Entire home/apt,4,Entire home/apt,1.0,3.0,35.0,4,87.0,20,t,1.0
13418,100.0,318,Steglitz - Zehlendorf,t,Entire home/apt,4,Entire home/apt,2.0,4.0,85.0,2,97.0,27,t,1.0
13443,94.0,353,Tempelhof - Schöneberg,f,Entire home/apt,12,Entire home/apt,3.0,10.0,126.0,1,70.0,12,t,2.0
13466,99.0,365,Friedrichshain-Kreuzberg,f,Shared room,10,Shared room,1.0,10.0,11.0,1,91.0,13,t,0.0
13471,100.0,340,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,187.0,3,99.0,22,t,2.0
13473,100.0,89,Mitte,f,Shared room,6,Shared room,1.0,6.0,14.0,2,73.0,20,f,0.0
13474,100.0,89,Mitte,f,Shared room,6,Shared room,1.0,6.0,14.0,3,64.0,20,f,0.0
13477,0.0,179,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,1.0,72.0,2,0.0,8,f,0.0
13478,85.0,254,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,30,80.0,26,t,1.0
13482,0.0,362,Reinickendorf,f,Entire home/apt,5,Entire home/apt,2.0,5.0,120.0,6,100.0,14,f,1.0
13483,100.0,365,Friedrichshain-Kreuzberg,f,Shared room,4,Shared room,1.0,4.0,15.0,1,92.0,9,t,0.0
13491,0.0,83,Neukölln,f,Private room,4,Private room,1.0,2.0,60.0,15,0.0,13,f,0.0
13493,100.0,61,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,1.0,3.0,120.0,2,87.0,23,f,1.0
13494,0.0,318,Tempelhof - Schöneberg,f,Entire home/apt,6,Entire home/apt,2.0,6.0,115.0,3,100.0,29,f,1.0
13498,100.0,177,Lichtenberg,f,Entire home/apt,5,Entire home/apt,2.0,5.0,97.0,3,97.0,27,t,1.0
13499,100.0,229,Friedrichshain-Kreuzberg,t,Private room,4,Private room,1.0,1.0,40.0,1,98.0,14,t,0.0
13505,100.0,365,Charlottenburg-Wilm.,f,Entire home/apt,16,Entire home/apt,1.0,1.0,200.0,1,80.0,12,t,1.0
13508,100.0,298,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,60.0,3,0.0,12,f,1.0
13512,100.0,128,Treptow - Köpenick,t,Entire home/apt,6,Entire home/apt,3.0,3.0,75.0,1,99.0,36,t,1.0
13514,60.0,75,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,100.0,2,100.0,34,f,1.5
13515,96.0,346,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,1.0,1.0,64.0,1,97.0,27,t,1.0
13525,100.0,83,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,56.0,4,92.0,8,f,1.0
13527,100.0,67,Pankow,t,Hotel room,4,Hotel room,2.0,2.0,177.0,3,100.0,18,t,1.0
13530,100.0,195,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,3.0,81.0,2,97.0,29,f,1.0
13534,100.0,98,Neukölln,f,Private room,4,Private room,1.0,1.0,49.0,1,0.0,16,t,0.0
13540,100.0,47,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,84.0,1,100.0,15,f,1.0
13548,80.0,365,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,3.0,75.0,3,100.0,30,t,1.0
13552,0.0,180,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,7.0,160.0,7,90.0,25,t,1.0
13554,0.0,293,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,48.0,180,0.0,7,f,1.0
13564,100.0,365,Friedrichshain-Kreuzberg,f,Shared room,4,Shared room,1.0,4.0,25.0,1,88.0,12,t,0.0
13566,0.0,89,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,125.0,1,87.0,22,t,1.0
13567,98.0,175,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,151.0,3,96.0,34,f,1.5
13579,100.0,334,Friedrichshain-Kreuzberg,t,Hotel room,4,Hotel room,2.0,2.0,124.0,1,99.0,23,t,1.0
13582,0.0,109,Treptow - Köpenick,f,Entire home/apt,7,Entire home/apt,4.0,6.0,456.0,4,100.0,35,t,2.0
13586,100.0,161,Charlottenburg-Wilm.,t,Private room,4,Private room,1.0,2.0,32.0,2,100.0,12,t,0.0
13593,100.0,365,Friedrichshain-Kreuzberg,f,Shared room,4,Shared room,1.0,4.0,15.0,1,93.0,10,t,0.0
13605,100.0,267,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,2.0,250.0,4,0.0,11,f,2.5
13609,91.0,60,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,3.0,46.0,1,88.0,26,t,1.0
13612,0.0,89,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,95.0,7,96.0,7,f,1.0
13613,0.0,54,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,83.0,1,97.0,15,f,1.0
13631,98.0,177,Spandau,f,Entire home/apt,3,Entire home/apt,1.0,1.0,42.0,2,86.0,14,t,1.0
13648,50.0,177,Mitte,f,Entire home/apt,11,Entire home/apt,3.0,6.0,999.0,3,94.0,26,t,1.0
13661,100.0,96,Pankow,t,Entire home/apt,9,Entire home/apt,4.0,7.0,125.0,1,98.0,28,t,2.0
13665,89.0,172,Charlottenburg-Wilm.,f,Entire home/apt,8,Entire home/apt,3.0,9.0,210.0,1,73.0,28,f,2.5
13666,0.0,166,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,1.0,80.0,2,93.0,19,t,1.0
13672,100.0,362,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,91.0,2,98.0,25,t,1.0
13678,100.0,365,Mitte,f,Shared room,6,Shared room,1.0,6.0,14.0,2,90.0,18,f,0.0
13680,100.0,365,Mitte,f,Shared room,9,Shared room,1.0,9.0,14.0,2,73.0,20,f,0.0
13681,100.0,365,Mitte,f,Shared room,5,Shared room,1.0,5.0,17.0,2,83.0,20,f,0.0
13684,94.0,365,Tempelhof - Schöneberg,f,Entire home/apt,9,Entire home/apt,2.0,7.0,75.0,1,84.0,23,t,1.0
13685,94.0,359,Tempelhof - Schöneberg,f,Entire home/apt,9,Entire home/apt,2.0,7.0,69.0,1,85.0,22,t,1.0
13686,94.0,350,Tempelhof - Schöneberg,f,Entire home/apt,13,Entire home/apt,3.0,11.0,111.0,1,90.0,23,t,2.0
13688,100.0,269,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,130.0,7,100.0,15,f,2.0
13690,100.0,327,Charlottenburg-Wilm.,t,Private room,11,Private room,4.0,7.0,239.0,1,98.0,36,t,0.0
13691,100.0,158,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,72.0,4,92.0,21,f,1.0
13696,100.0,80,Charlottenburg-Wilm.,t,Private room,3,Private room,1.0,2.0,36.0,1,100.0,36,t,0.0
13697,100.0,80,Charlottenburg-Wilm.,t,Private room,3,Private room,1.0,2.0,36.0,1,94.0,36,t,0.0
13698,100.0,82,Charlottenburg-Wilm.,t,Private room,3,Private room,1.0,2.0,36.0,1,100.0,37,t,0.0
13704,94.0,167,Steglitz - Zehlendorf,f,Entire home/apt,7,Entire home/apt,2.0,4.0,76.69,1,100.0,20,t,1.0
13706,92.0,365,Mitte,f,Entire home/apt,6,Entire home/apt,1.0,1.0,107.0,2,93.0,17,t,1.0
13716,94.0,349,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,1.0,2.0,68.0,1,85.0,21,t,1.0
13717,94.0,346,Tempelhof - Schöneberg,f,Entire home/apt,13,Entire home/apt,4.0,8.0,143.0,1,95.0,21,t,2.0
13719,94.0,354,Tempelhof - Schöneberg,f,Entire home/apt,13,Entire home/apt,4.0,8.0,160.29,1,92.0,21,t,2.0
13720,96.0,279,Friedrichshain-Kreuzberg,f,Hotel room,4,Hotel room,1.0,4.0,98.0,1,0.0,26,t,1.0
13723,75.0,89,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,2.0,149.0,3,0.0,27,f,0.0
13728,100.0,365,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,2.0,169.0,6,88.0,48,f,1.5
13729,100.0,336,Steglitz - Zehlendorf,f,Entire home/apt,12,Entire home/apt,4.0,12.0,240.0,4,100.0,24,f,2.0
13730,0.0,358,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,999.0,1,80.0,24,f,1.0
13736,94.0,332,Tempelhof - Schöneberg,f,Entire home/apt,11,Entire home/apt,4.0,8.0,150.0,1,86.0,20,t,2.0
13737,94.0,292,Tempelhof - Schöneberg,f,Entire home/apt,8,Entire home/apt,2.0,4.0,78.0,1,80.0,20,t,1.0
13738,94.0,289,Tempelhof - Schöneberg,f,Entire home/apt,16,Entire home/apt,6.0,12.0,281.66,1,90.0,21,t,0.0
13746,100.0,170,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,3.0,3.0,200.0,5,100.0,26,f,1.0
13756,100.0,359,Spandau,f,Entire home/apt,3,Entire home/apt,1.0,2.0,88.0,3,95.0,31,f,1.5
13758,100.0,291,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,2.0,2.0,98.0,3,96.0,30,f,1.0
13776,100.0,253,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,4.0,90.0,2,99.0,28,f,1.0
13784,89.0,59,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,29.0,2,88.0,15,t,1.0
13787,54.0,336,Neukölln,f,Entire home/apt,8,Entire home/apt,2.0,4.0,90.0,3,90.0,11,f,1.0
13789,89.0,83,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,28.0,2,85.0,23,t,1.0
13791,89.0,83,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,27.86,2,81.0,24,t,1.0
13793,100.0,363,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,80.0,30,96.0,24,f,1.0
13797,89.0,75,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,28.0,2,89.0,22,t,1.0
13798,89.0,87,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,28.0,2,90.0,23,t,1.0
13799,89.0,70,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,28.0,2,90.0,24,t,1.0
13820,100.0,67,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,3,98.0,23,f,1.0
13831,100.0,158,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,2.0,144.0,2,100.0,26,t,1.0
13832,100.0,31,Neukölln,t,Private room,3,Private room,1.0,1.0,39.0,2,97.0,22,f,0.0
13839,100.0,365,Mitte,f,Shared room,6,Shared room,1.0,6.0,14.0,2,40.0,19,f,0.0
13840,100.0,364,Mitte,f,Shared room,6,Shared room,1.0,6.0,12.0,2,76.0,10,f,0.0
13851,100.0,364,Mitte,f,Shared room,8,Shared room,1.0,8.0,14.0,2,60.0,20,f,0.0
13858,98.0,359,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,3.0,5.0,129.0,3,97.0,22,f,1.0
13864,100.0,291,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,104.0,3,96.0,27,f,1.5
13878,100.0,73,Reinickendorf,f,Entire home/apt,4,Entire home/apt,2.0,2.0,60.0,1,87.0,27,t,1.0
13882,94.0,363,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,71.0,3,93.0,27,t,1.0
13884,94.0,260,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,78.0,3,90.0,27,t,1.0
13886,94.0,338,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,2.0,95.0,3,91.0,28,t,1.0
13888,98.0,344,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,79.0,1,80.0,11,f,1.0
13889,98.0,357,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,79.0,2,82.0,10,f,1.0
13891,98.0,364,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,2.0,3.0,99.0,1,87.0,12,f,1.0
13899,98.0,298,Steglitz - Zehlendorf,f,Entire home/apt,10,Entire home/apt,4.0,7.0,169.0,3,100.0,9,f,1.0
13905,98.0,317,Lichtenberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,3,87.0,13,f,1.0
13906,98.0,314,Lichtenberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,2,72.0,13,f,1.0
13912,90.0,166,Reinickendorf,f,Entire home/apt,4,Entire home/apt,2.0,2.0,172.0,2,99.0,37,f,2.0
13913,100.0,69,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,1.0,73.0,5,98.0,20,f,1.0
13927,100.0,363,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,80.0,2,93.0,13,f,1.0
13928,100.0,227,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,59,90.0,10,f,1.0
13929,80.0,325,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,82.0,60,80.0,30,f,1.0
13930,100.0,197,Mitte,t,Entire home/apt,6,Entire home/apt,2.0,2.0,98.0,5,98.0,33,f,1.0
13942,0.0,321,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,89.0,3,100.0,16,t,1.0
13943,90.0,365,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,3.0,165.0,2,94.0,29,f,1.0
13944,90.0,365,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,2.0,4.0,246.0,2,86.0,31,f,1.0
13945,100.0,365,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,210.0,90,100.0,40,t,1.5
13946,90.0,364,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,3.0,264.0,2,100.0,32,f,1.0
13956,100.0,363,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,2.0,4.0,223.0,2,0.0,20,f,1.0
13958,100.0,365,Mitte,f,Shared room,7,Shared room,1.0,7.0,14.0,2,80.0,8,f,0.0
13963,100.0,365,Mitte,f,Shared room,7,Shared room,1.0,7.0,14.0,2,0.0,12,f,0.0
13970,100.0,89,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,119.0,1,97.0,31,f,1.5
13977,50.0,90,Neukölln,f,Private room,5,Private room,1.0,3.0,92.0,1,83.0,13,f,0.0
13988,100.0,85,Mitte,t,Private room,3,Private room,1.0,2.0,37.0,2,99.0,14,f,0.0
13993,100.0,273,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,72.0,1,99.0,27,t,1.0
14000,100.0,164,Treptow - Köpenick,f,Private room,4,Private room,1.0,2.0,35.0,1,95.0,30,t,0.0
14007,100.0,339,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,2.0,4.0,79.0,1,96.0,22,f,1.5
14012,98.0,359,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,2.0,4.0,129.0,3,96.0,12,f,1.0
14014,50.0,364,Neukölln,f,Private room,4,Private room,1.0,1.0,98.0,1,87.0,13,f,0.0
14018,54.0,348,Neukölln,f,Entire home/apt,12,Entire home/apt,3.0,6.0,90.0,3,89.0,10,f,1.0
14022,100.0,364,Pankow,f,Private room,5,Private room,2.0,3.0,300.0,2,100.0,10,f,0.0
14026,98.0,335,Pankow,f,Entire home/apt,8,Entire home/apt,2.0,4.0,119.0,2,100.0,11,f,1.0
14028,100.0,332,Pankow,t,Private room,3,Private room,1.0,1.0,25.0,1,86.0,22,t,0.0
14029,100.0,346,Tempelhof - Schöneberg,t,Entire home/apt,4,Entire home/apt,1.0,1.0,150.43,4,99.0,18,t,1.0
14034,100.0,125,Tempelhof - Schöneberg,f,Private room,5,Private room,1.0,4.0,55.0,2,96.0,10,t,0.0
14038,0.0,77,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,1.0,60.0,3,100.0,21,f,1.0
14052,91.0,308,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,52.0,1,89.0,41,t,1.0
14058,80.0,365,Mitte,f,Private room,3,Private room,1.0,1.0,59.0,1,97.0,19,f,0.0
14060,0.0,89,Mitte,f,Private room,3,Private room,1.0,2.0,64.0,2,90.0,19,f,0.0
14063,100.0,93,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,152.0,5,99.0,36,f,1.5
14064,100.0,362,Steglitz - Zehlendorf,f,Private room,3,Private room,1.0,2.0,53.0,2,93.0,26,f,0.0
14065,100.0,58,Pankow,t,Hotel room,3,Hotel room,1.0,1.0,150.0,2,100.0,14,t,1.0
14069,100.0,89,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,45.0,30,0.0,6,f,1.0
14076,0.0,365,Steglitz - Zehlendorf,f,Shared room,3,Shared room,1.0,3.0,75.0,15,0.0,12,t,0.0
14077,100.0,35,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,55.0,30,0.0,26,f,1.0
14089,100.0,75,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,42.0,3,90.0,20,f,1.0
14096,100.0,296,Pankow,t,Hotel room,4,Hotel room,1.0,2.0,268.0,1,100.0,36,t,1.0
14103,0.0,355,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,2.0,53.0,60,100.0,32,t,1.0
14105,0.0,38,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,4.0,97.0,1,84.0,23,t,1.0
14111,91.0,82,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,98.0,1,89.0,34,t,1.0
14112,100.0,71,Pankow,t,Hotel room,3,Hotel room,1.0,2.0,144.0,2,99.0,18,t,1.0
14114,100.0,60,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,2.0,60.0,1,100.0,48,t,0.0
14124,0.0,179,Mitte,f,Entire home/apt,5,Entire home/apt,3.0,3.0,189.0,1,50.0,18,f,1.0
14147,0.0,330,Mitte,t,Entire home/apt,6,Entire home/apt,2.0,2.0,280.0,4,98.0,29,f,2.0
