neighbourhood,neighbourhood_group,accommodates,room_type,bathrooms,bedrooms,beds,price,review_scores_rating,availability_365,instant_bookable
Schloß Charlottenburg,Charlottenburg-Wilm.,4,Entire home/apt,1,2,3,55,91,321,f
Prenzlauer Berg Nord,Pankow,5,Entire home/apt,1,1,2,64,93,311,f
Prenzlauer Berg Südwest,Pankow,8,Entire home/apt,1,2,4,600,0,303,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,3,53,91,356,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,64,95,257,f
Schloß Charlottenburg,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,40,86,183,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,3,94,98,311,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,0,75,91,248,f
Moabit West,Mitte,3,Entire home/apt,1,1,1,49,96,346,t
Alexanderplatz,Mitte,6,Entire home/apt,1.5,3,3,140,94,356,f
Prenzlauer Berg Südwest,Pankow,3,Private room,0,1,1,39,95,322,f
Rixdorf,Neukölln,5,Entire home/apt,1,1,2,65,87,75,f
Moabit West,Mitte,4,Entire home/apt,1,1,0,50,92,94,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,2,43,94,131,f
Brunnenstr. Süd,Mitte,4,Private room,0,2,2,58,100,176,f
Tempelhof,Tempelhof - Schöneberg,4,Private room,0,1,2,50,88,365,f
Pankow Süd,Pankow,11,Entire home/apt,2,5,8,202,97,163,f
Wiesbadener Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,45,98,203,t
Alexanderplatz,Mitte,4,Entire home/apt,2,2,2,190,94,323,f
Schillerpromenade,Neukölln,4,Entire home/apt,1,2,3,70,96,31,t
Prenzlauer Berg Südwest,Pankow,3,Entire home/apt,1,1,2,43,87,101,t
Kantstraße,Charlottenburg-Wilm.,6,Entire home/apt,1,2,2,78,83,292,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,2,4,67,98,90,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,109,98,297,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1.5,2,3,139,97,254,f
Alexanderplatz,Mitte,6,Entire home/apt,1,2,3,129.43,93,60,t
Schöneberg-Süd,Tempelhof - Schöneberg,3,Private room,0,1,1,106,99,365,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,2,180,0,173,f
Friedenau,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,92,98,353,f
Moabit Ost,Mitte,3,Private room,0,1,1,60,94,89,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,2,0,71,100,62,f
Köpenick-Nord,Treptow - Köpenick,4,Entire home/apt,1,3,4,55,100,362,f
Helmholtzplatz,Pankow,4,Entire home/apt,1,2,3,165,98,122,f
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,2,2,2,250,99,362,f
Prenzlauer Berg Nordwest,Pankow,5,Entire home/apt,1,2,2,54,97,42,f
Tiergarten Süd,Mitte,4,Entire home/apt,1,2,2,450,97,320,f
Wedding Zentrum,Mitte,4,Entire home/apt,1,2,2,110,92,354,t
Moabit West,Mitte,4,Entire home/apt,1,1,2,65,89,354,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Private room,0,1,2,22,92,258,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,5,90,86,323,f
Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,2,2,3,70,92,173,t
Moabit Ost,Mitte,5,Entire home/apt,1,2,3,85,90,153,f
Moabit Ost,Mitte,4,Entire home/apt,1,2,2,85,80,183,f
Moabit Ost,Mitte,10,Entire home/apt,2,4,5,102,92,340,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,1,77,92,230,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,2,2,3,120,98,107,f
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,0,64,91,180,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,66,96,317,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,3,2,189,100,106,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1.5,2,3,99,96,323,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,1,99,99,169,f
Schillerpromenade,Neukölln,6,Entire home/apt,1.5,3,6,101,97,79,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Private room,0,1,2,34,96,365,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,2,84,93,268,t
Alexanderplatz,Mitte,6,Entire home/apt,2.5,3,4,149,92,217,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,2,2,80,0,233,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,79,100,292,f
Brunnenstr. Süd,Mitte,6,Entire home/apt,1,2,2,251.43,96,89,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,2,2,3,149,95,364,f
Teltower Damm,Steglitz - Zehlendorf,3,Entire home/apt,1,1,2,50,94,292,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,39,92,260,f
Alexanderplatz,Mitte,4,Entire home/apt,2.5,2,0,150,95,348,f
Friedenau,Tempelhof - Schöneberg,4,Entire home/apt,1,2,4,75,100,263,f
Rixdorf,Neukölln,4,Entire home/apt,1,1,2,90,88,90,f
Barstraße,Charlottenburg-Wilm.,3,Entire home/apt,1,2,2,71,0,105,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,15,Entire home/apt,2,1,1,2500,100,89,f
Nord 1,Reinickendorf,3,Entire home/apt,1,2,3,60,89,291,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,50,94,109,f
Schillerpromenade,Neukölln,4,Entire home/apt,1,2,3,70,97,350,f
Moabit West,Mitte,3,Private room,0,1,2,29,98,31,t
Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,139,93,364,f
Schöneberg-Süd,Tempelhof - Schöneberg,7,Entire home/apt,1,4,4,140,93,154,f
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,1,90,91,326,f
Rixdorf,Neukölln,4,Private room,0,1,1,45,97,362,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,6,14,88,365,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,5,Shared room,0,1,5,15,88,362,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,8,Shared room,0,1,8,12,83,346,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,7,Shared room,0,1,7,14,86,351,t
Schmöckwitz/Karolinenhof/Rauchfangswerder,Treptow - Köpenick,3,Entire home/apt,1,2,3,67.43,99,210,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,43,93,272,f
Weißensee,Pankow,4,Entire home/apt,1,1,2,50,93,260,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,104,97,170,f
Reuterstraße,Neukölln,4,Entire home/apt,1.5,1,2,250,93,300,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,5,Entire home/apt,1,1,3,52,89,90,t
Wedding Zentrum,Mitte,6,Entire home/apt,1,2,3,144,95,352,t
Parkviertel,Mitte,4,Entire home/apt,1,1,2,65,96,363,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,54,85,86,t
Albrechtstr.,Steglitz - Zehlendorf,4,Private room,0,1,2,30,93,81,f
Parkviertel,Mitte,6,Entire home/apt,1,1,3,40,95,87,t
Schöneberg-Süd,Tempelhof - Schöneberg,6,Entire home/apt,1,2,6,110,53,365,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,2,64,96,357,t
Prenzlauer Berg Nordwest,Pankow,12,Entire home/apt,2,4,12,400,84,171,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1.5,3,3,105,92,85,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,9,Entire home/apt,1,3,9,90,75,365,f
Reuterstraße,Neukölln,12,Entire home/apt,2,4,10,186,93,68,t
Alexanderplatz,Mitte,4,Entire home/apt,1,2,2,46,95,31,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,1,4,75,40,365,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,0,89,94,67,f
Prenzlauer Berg Süd,Pankow,5,Private room,0,1,4,44,88,304,f
Prenzlauer Berg Süd,Pankow,3,Private room,0,1,2,50,88,281,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,87,96,359,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,3,55,97,320,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Private room,0,1,4,80,92,35,f
Brunnenstr. Süd,Mitte,5,Entire home/apt,1,1,1,99,93,180,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,100,96,362,f
Mariendorf,Tempelhof - Schöneberg,7,Entire home/apt,1,3,7,155,93,304,f
Wiesbadener Straße,Charlottenburg-Wilm.,5,Entire home/apt,1,3,3,130,100,254,f
Alexanderplatz,Mitte,4,Private room,0,2,3,49,98,364,f
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,2,69,97,190,f
Kantstraße,Charlottenburg-Wilm.,3,Entire home/apt,1,1,1,56,90,350,f
Kantstraße,Charlottenburg-Wilm.,5,Entire home/apt,2,2,2,199,98,352,f
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,2,1,82,97,301,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1.5,1,1,86,94,179,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,4,52,90,72,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,1,36,97,53,f
Prenzlauer Berg Südwest,Pankow,8,Entire home/apt,1.5,3,3,240,99,245,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,3,94,98,251,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,1,2,83,98,294,t
Neue Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1.5,2,3,150,99,292,f
Plänterwald,Treptow - Köpenick,5,Entire home/apt,2,2,2,231,98,161,t
Reuterstraße,Neukölln,4,Entire home/apt,1,2,2,69,90,250,t
Regierungsviertel,Mitte,4,Entire home/apt,0,1,1,450,95,365,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,8,Entire home/apt,2,2,8,190,98,328,f
Schöneberg-Süd,Tempelhof - Schöneberg,12,Entire home/apt,2,3,9,154,98,360,t
Alexanderplatz,Mitte,4,Entire home/apt,2,2,2,79,92,332,f
Biesdorf,Marzahn - Hellersdorf,6,Entire home/apt,1,2,6,120,100,343,f
Brunnenstr. Nord,Mitte,9,Entire home/apt,1,3,6,79,91,142,t
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,1,3,7,100,97,194,f
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,1,1,57,89,115,f
Parkviertel,Mitte,3,Shared room,0,1,3,25,91,365,f
Moabit West,Mitte,3,Entire home/apt,1,2,2,100,83,362,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,3,110,97,352,f
Prenzlauer Berg Nordwest,Pankow,3,Private room,0,1,1,55,95,57,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,2,4,99,100,358,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,2,2,135,98,353,f
Pankow Zentrum,Pankow,4,Entire home/apt,1,1,2,49,90,291,f
Moabit West,Mitte,4,Entire home/apt,1,1,1,85,92,290,f
Brunnenstr. Süd,Mitte,5,Private room,0,1,3,29,85,351,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,2,45,92,297,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,3,80,91,259,f
Neu Lichtenberg,Lichtenberg,14,Entire home/apt,2,5,7,154,93,361,t
Buch,Pankow,4,Entire home/apt,1,2,4,72,88,354,t
Buch,Pankow,3,Entire home/apt,1,1,2,50,96,361,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,5,100,95,283,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Private room,0,1,2,48.77,97,349,t
Pankow Süd,Pankow,4,Entire home/apt,1,1,1,141,0,365,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Private room,1,1,2,118,78,363,f
Buch,Pankow,4,Entire home/apt,1,2,4,72,91,358,t
Schöneberg-Nord,Tempelhof - Schöneberg,7,Entire home/apt,2,3,3,250,96,351,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,1.5,2,3,200,97,360,f
Barstraße,Charlottenburg-Wilm.,7,Entire home/apt,1,3,5,59,82,86,t
Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,3,62,95,299,t
Alexanderplatz,Mitte,4,Entire home/apt,2,2,2,145,100,261,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,3,3,150,100,166,f
Schöneberg-Süd,Tempelhof - Schöneberg,6,Entire home/apt,1.5,3,6,290,95,329,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,10,Entire home/apt,1.5,4,5,200,98,294,f
Pankow Zentrum,Pankow,3,Entire home/apt,1,1,1,61,96,335,f
Wedding Zentrum,Mitte,3,Private room,1,1,3,500,86,90,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,2.5,3,3,180,0,292,f
Mierendorffplatz,Charlottenburg-Wilm.,4,Private room,0,1,2,45,0,201,t
Blankenfelde/Niederschönhausen,Pankow,5,Entire home/apt,1,1,4,100,93,330,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,105,96,130,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,45,94,88,f
Alt  Treptow,Treptow - Köpenick,4,Entire home/apt,1,2,2,85,100,362,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,100,90,316,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,54,91,332,t
Volkspark Wilmersdorf,Charlottenburg-Wilm.,3,Private room,0,1,2,43,88,291,t
MV 2,Reinickendorf,3,Entire home/apt,1,1,2,40,99,89,f
Brunnenstr. Süd,Mitte,5,Entire home/apt,2,3,3,200,99,283,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,170,99,352,f
Moabit West,Mitte,3,Private room,0,1,2,35,98,231,f
Alexanderplatz,Mitte,7,Entire home/apt,1,2,7,80,81,351,t
Wedding Zentrum,Mitte,6,Entire home/apt,1,1,2,102,97,179,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,2,130,97,329,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,97,98,70,f
Reuterstraße,Neukölln,3,Entire home/apt,1,3,2,140,100,107,f
Helmholtzplatz,Pankow,5,Entire home/apt,1,3,4,120,96,272,f
Teltower Damm,Steglitz - Zehlendorf,5,Entire home/apt,1,3,5,88,0,180,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,0,3,3,675,99,295,f
Prenzlauer Berg Ost,Pankow,3,Entire home/apt,1,2,2,37,96,201,f
Alt  Treptow,Treptow - Köpenick,4,Entire home/apt,1,2,2,39,94,201,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,93,96,347,t
Grunewald,Charlottenburg-Wilm.,4,Private room,2,2,2,94,97,319,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,1,2,0,70,90,47,f
Wiesbadener Straße,Charlottenburg-Wilm.,4,Private room,0,1,2,99,98,354,f
Regierungsviertel,Mitte,4,Private room,0,1,1,59,91,86,f
Wedding Zentrum,Mitte,3,Private room,0,1,2,40,98,89,f
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,3,65,94,322,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,3,34,93,230,f
Schöneberg-Nord,Tempelhof - Schöneberg,4,Shared room,0,1,1,180,100,365,f
Moabit West,Mitte,3,Entire home/apt,1,2,2,54,98,177,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,1,1,86,98,319,f
Otto-Suhr-Allee,Charlottenburg-Wilm.,5,Entire home/apt,1,2,5,115,93,358,f
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,1,5,86,98,76,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,105,96,81,f
Teltower Damm,Steglitz - Zehlendorf,4,Entire home/apt,1,2,5,96,99,303,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,90,92,358,t
Alexanderplatz,Mitte,8,Entire home/apt,1.5,2,4,135,90,273,t
Neuköllner Mitte/Zentrum,Neukölln,3,Private room,1,1,1,23,96,293,f
Karlshorst,Lichtenberg,4,Entire home/apt,1,2,2,60,86,86,f
Kantstraße,Charlottenburg-Wilm.,6,Entire home/apt,1,3,6,170,98,76,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,3,126,95,228,f
Kantstraße,Charlottenburg-Wilm.,6,Entire home/apt,1,2,6,69,92,245,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,2,4,208,98,340,f
Alt-Lichtenberg,Lichtenberg,7,Entire home/apt,2.5,2,5,65,92,345,t
Kurfürstendamm,Charlottenburg-Wilm.,5,Entire home/apt,1.5,3,3,160,96,308,f
Schloß Charlottenburg,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,70,98,349,f
Brunnenstr. Süd,Mitte,7,Entire home/apt,1,3,4,125,100,231,t
Teltower Damm,Steglitz - Zehlendorf,4,Private room,0,1,2,50,91,347,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,2,2,162,98,346,t
Düsseldorfer Straße,Charlottenburg-Wilm.,3,Entire home/apt,1,1,1,65,95,89,f
Schillerpromenade,Neukölln,4,Entire home/apt,1,1,1,119,96,348,f
Wedding Zentrum,Mitte,4,Private room,0,1,1,65,0,364,f
Grunewald,Charlottenburg-Wilm.,5,Entire home/apt,1,2,5,60,93,183,f
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,2,3,150,94,136,f
Prenzlauer Berg Nordwest,Pankow,3,Private room,0,1,1,45,96,291,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,75,90,199,t
Düsseldorfer Straße,Charlottenburg-Wilm.,5,Entire home/apt,1,2,5,93,98,158,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,5,107,97,84,t
Moabit Ost,Mitte,8,Entire home/apt,2,3,3,88,95,312,t
Alexanderplatz,Mitte,3,Private room,0,1,2,45,95,52,t
Schöneberg-Nord,Tempelhof - Schöneberg,3,Private room,0,1,1,25,86,352,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,75,96,209,f
Otto-Suhr-Allee,Charlottenburg-Wilm.,6,Entire home/apt,1,2,5,124,97,71,f
Reuterstraße,Neukölln,4,Entire home/apt,1,2,4,43,80,334,f
Reuterstraße,Neukölln,4,Entire home/apt,1,2,2,60,93,341,f
Alexanderplatz,Mitte,8,Shared room,0,1,0,16,92,104,f
Alexanderplatz,Mitte,8,Shared room,0,1,0,16,93,103,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,0,20,91,107,f
Alexanderplatz,Mitte,4,Shared room,0,1,0,22,91,107,f
Schloß Charlottenburg,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,92,92,365,t
Alexanderplatz,Mitte,3,Shared room,0,1,0,24,89,153,t
Reuterstraße,Neukölln,4,Entire home/apt,1,1,1,77,94,327,t
Alexanderplatz,Mitte,4,Shared room,0,1,0,23,91,105,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,0,15,91,107,f
Alexanderplatz,Mitte,6,Shared room,0,1,0,19,90,105,f
Zehlendorf  Südwest,Steglitz - Zehlendorf,4,Entire home/apt,1,1,2,79,99,239,t
Otto-Suhr-Allee,Charlottenburg-Wilm.,6,Entire home/apt,1,2,5,124,97,134,f
Pankow Süd,Pankow,5,Entire home/apt,2,3,5,116,100,71,f
Prenzlauer Berg Süd,Pankow,5,Entire home/apt,1,2,5,128,90,284,t
Barstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,66,91,198,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,85,97,324,f
Alexanderplatz,Mitte,6,Entire home/apt,2,3,0,79,92,306,t
Wedding Zentrum,Mitte,3,Entire home/apt,1,2,2,70.71,98,291,f
Rixdorf,Neukölln,4,Entire home/apt,1,1,1,60,93,328,t
Helmholtzplatz,Pankow,6,Entire home/apt,1,1,4,80,96,344,f
Moabit Ost,Mitte,4,Entire home/apt,1.5,1,2,41,94,158,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,3,4,130,100,301,f
Helmholtzplatz,Pankow,7,Entire home/apt,1,2,5,117,89,283,t
Rudow,Neukölln,3,Private room,0,1,2,24,99,233,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,3,93,88,364,f
Alt  Treptow,Treptow - Köpenick,4,Entire home/apt,1,3,2,480,0,90,f
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,69,89,362,t
Prenzlauer Berg Südwest,Pankow,5,Entire home/apt,1,2,4,158,98,299,f
Schillerpromenade,Neukölln,5,Entire home/apt,1,1,2,59,90,307,f
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,0,59,89,346,f
Moabit West,Mitte,3,Entire home/apt,1,3,2,42,0,233,f
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,2,3,87,100,292,f
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,69,90,357,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,4,70,95,310,t
Alexanderplatz,Mitte,8,Shared room,0,1,0,13,94,180,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,0,20,91,104,f
Schillerpromenade,Neukölln,4,Entire home/apt,1,1,1,35,99,365,f
Lichtenrade,Tempelhof - Schöneberg,4,Entire home/apt,2.5,2,3,89,93,300,t
Prenzlauer Berg Südwest,Pankow,8,Entire home/apt,1,3,8,185,92,365,t
Parkviertel,Mitte,4,Entire home/apt,1,2,2,89,88,285,f
Falkenhagener Feld,Spandau,6,Entire home/apt,1.5,2,6,130,92,364,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Private room,0,1,2,30,89,362,t
Schillerpromenade,Neukölln,3,Private room,0,1,2,46,94,69,f
Schillerpromenade,Neukölln,12,Entire home/apt,0,3,9,210,86,334,t
Moabit West,Mitte,6,Entire home/apt,1,2,3,60,88,90,f
Mahlsdorf,Marzahn - Hellersdorf,3,Entire home/apt,1,1,2,50,97,48,f
Alexanderplatz,Mitte,6,Entire home/apt,1,2,1,290,97,346,t
Moabit West,Mitte,4,Entire home/apt,1,1,2,59,95,90,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,3,99,93,85,f
Alexanderplatz,Mitte,8,Shared room,0,1,0,15,91,174,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,2,110,95,365,f
Halensee,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,65,100,141,t
Rixdorf,Neukölln,5,Entire home/apt,1,2,2,100,91,294,f
Schöneberg-Nord,Tempelhof - Schöneberg,4,Entire home/apt,1,1,1,103,95,232,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,2,100,80,90,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,2,24,98,75,f
Parkviertel,Mitte,4,Private room,0,1,2,33,93,361,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,0,120,92,258,f
Alt  Treptow,Treptow - Köpenick,5,Entire home/apt,1.5,3,3,110,100,104,f
Rixdorf,Neukölln,4,Entire home/apt,1,1,2,70,98,333,t
Spandau Mitte,Spandau,12,Entire home/apt,0,5,10,310,95,271,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,1,5,120,95,277,f
Prenzlauer Berg Nord,Pankow,3,Private room,0,1,2,250,90,260,f
Alt-Hohenschönhausen Süd,Lichtenberg,4,Entire home/apt,1,2,2,55,98,206,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,2,4,5,270,99,339,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,150,100,363,f
Rixdorf,Neukölln,4,Entire home/apt,1,1,2,58,93,71,t
Prenzlauer Berg Nordwest,Pankow,5,Entire home/apt,2,3,5,170,97,86,f
West 1,Reinickendorf,4,Entire home/apt,1,1,2,74,98,351,t
Brunnenstr. Süd,Mitte,3,Private room,1.5,1,2,90,97,274,f
Tempelhof,Tempelhof - Schöneberg,13,Entire home/apt,2,4,0,177,92,361,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,1,122,98,78,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,72,88,136,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,4,41,96,323,t
Moabit Ost,Mitte,5,Entire home/apt,1,1,0,88,93,324,t
Tempelhof,Tempelhof - Schöneberg,15,Entire home/apt,0,5,0,403,95,339,f
Tempelhof,Tempelhof - Schöneberg,12,Entire home/apt,2,3,0,184,89,351,t
Alexanderplatz,Mitte,4,Private room,0,1,2,62,100,180,f
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1.5,1,2,188,99,363,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,3,44,95,332,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,3,41,93,346,t
Haselhorst,Spandau,5,Entire home/apt,1,2,3,220,91,182,t
Mierendorffplatz,Charlottenburg-Wilm.,6,Entire home/apt,1,1,3,75,92,275,f
Kaulsdorf,Marzahn - Hellersdorf,3,Entire home/apt,1,1,2,33,100,363,f
Prenzlauer Berg Nordwest,Pankow,5,Entire home/apt,2,4,4,120,99,355,f
Prenzlauer Berg Süd,Pankow,6,Entire home/apt,2,3,5,200,100,227,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,79,95,52,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,120,99,157,t
Alexanderplatz,Mitte,3,Private room,0,1,2,30,94,89,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,4,103,94,342,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Private room,0,1,1,35,90,362,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,62.86,90,358,f
